"Year","Month","Episode","ST","State","Region","Event","BeginDateTime","InjuriesDirect","InjuriesIndirect","DeathsDirect","DeathsIndirect","Lat","Long","Decade","TotalFatalities","TotalInjuries","TotalCasualties","COMUsed"
1992,6,NA,"MI","MICHIGAN","MidwestEastNC","Tornado",1992-06-17 18:48:00,0,0,1,0,42.6,-83.15,"1990s",1,0,1,FALSE
1992,9,NA,"NY","NEW YORK","MidAtlantic","Tornado",1992-09-03 14:55:00,6,0,0,0,42.12,-76.05,"1990s",0,6,6,FALSE
1992,5,NA,"OK","OKLAHOMA","SouthWestSC","Tornado",1992-05-10 15:15:00,2,0,0,0,35.68,-97.6,"1990s",0,2,2,FALSE
1992,5,NA,"OK","OKLAHOMA","SouthWestSC","Tornado",1992-05-11 00:45:00,1,0,0,0,34.8,-96.85,"1990s",0,1,1,FALSE
1992,2,NA,"OH","OHIO","MidwestEastNC","Tornado",1992-02-18 17:10:00,6,0,0,0,40.73,-84.57,"1990s",0,6,6,FALSE
1992,4,NA,"OH","OHIO","MidwestEastNC","Tornado",1992-04-16 18:30:00,2,0,0,0,39.73,-82.57,"1990s",0,2,2,FALSE
1992,7,NA,"OH","OHIO","MidwestEastNC","Tornado",1992-07-12 14:50:00,8,0,0,0,41.53,-84.23,"1990s",0,8,8,FALSE
1992,7,NA,"OH","OHIO","MidwestEastNC","Tornado",1992-07-12 15:45:00,5,0,0,0,41.55,-83.63,"1990s",0,5,5,FALSE
1992,7,NA,"OH","OHIO","MidwestEastNC","Tornado",1992-07-12 15:45:00,5,0,0,0,41.37,-83.67,"1990s",0,5,5,FALSE
1992,7,NA,"OH","OHIO","MidwestEastNC","Tornado",1992-07-12 16:05:00,1,0,0,0,41.38,-84.18,"1990s",0,1,1,FALSE
1992,7,NA,"OH","OHIO","MidwestEastNC","Tornado",1992-07-12 16:30:00,3,0,0,0,41.45,-83.38,"1990s",0,3,3,FALSE
1992,8,NA,"OH","OHIO","MidwestEastNC","Tornado",1992-08-10 22:48:00,1,0,0,0,41.47,-81.75,"1990s",0,1,1,FALSE
1992,5,NA,"OK","OKLAHOMA","SouthWestSC","Tornado",1992-05-11 02:20:00,8,0,0,0,35.65,-95.37,"1990s",0,8,8,FALSE
1992,5,NA,"OH","OHIO","MidwestEastNC","Tornado",1992-05-17 12:57:00,3,0,0,0,41.57,-84.57,"1990s",0,3,3,FALSE
1992,11,NA,"NC","NORTH CAROLINA","SouthSouthAtlantic","Tornado",1992-11-04 16:45:00,1,0,0,0,35.2,-79.28,"1990s",0,1,1,FALSE
1992,11,NA,"NC","NORTH CAROLINA","SouthSouthAtlantic","Tornado",1992-11-22 22:20:00,1,0,0,0,36.07,-80.63,"1990s",0,1,1,FALSE
1992,11,NA,"NC","NORTH CAROLINA","SouthSouthAtlantic","Tornado",1992-11-22 22:57:00,12,0,0,0,36.27,-80.32,"1990s",0,12,12,FALSE
1992,11,NA,"NC","NORTH CAROLINA","SouthSouthAtlantic","Tornado",1992-11-23 01:20:00,10,0,2,0,36.08,-79.18,"1990s",2,10,12,FALSE
1992,11,NA,"NC","NORTH CAROLINA","SouthSouthAtlantic","Tornado",1992-11-23 03:15:00,12,0,0,0,35.47,-78.58,"1990s",0,12,12,FALSE
1992,11,NA,"NC","NORTH CAROLINA","SouthSouthAtlantic","Tornado",1992-11-23 04:23:00,2,0,0,0,35.82,-77.72,"1990s",0,2,2,FALSE
1992,11,NA,"NC","NORTH CAROLINA","SouthSouthAtlantic","Tornado",1992-11-23 04:52:00,9,0,0,0,35.97,-77.28,"1990s",0,9,9,FALSE
1992,9,NA,"OK","OKLAHOMA","SouthWestSC","Tornado",1992-09-02 17:15:00,1,0,0,0,35,-97.4,"1990s",0,1,1,FALSE
1992,1,NA,"PA","PENNSYLVANIA","MidAtlantic","Tornado",1992-01-14 09:20:00,1,0,0,0,40.53,-76.3,"1990s",0,1,1,FALSE
1992,8,NA,"PA","PENNSYLVANIA","MidAtlantic","Tornado",1992-08-28 17:20:00,3,0,0,0,39.95,-75.97,"1990s",0,3,3,FALSE
1992,9,NA,"MO","MISSOURI","MidwestWestNC","Tornado",1992-09-20 17:55:00,1,0,0,0,39.02,-94.48,"1990s",0,1,1,FALSE
1992,9,NA,"OH","OHIO","MidwestEastNC","Tornado",1992-09-09 20:00:00,0,0,1,0,41.65,-83.55,"1990s",1,0,1,FALSE
1992,5,NA,"OK","OKLAHOMA","SouthWestSC","Tornado",1992-05-11 16:20:00,1,0,0,0,34.68,-95.45,"1990s",0,1,1,FALSE
1992,6,NA,"SD","SOUTH DAKOTA","MidwestWestNC","Tornado",1992-06-16 14:25:00,1,0,0,0,43.98,-97.83,"1990s",0,1,1,FALSE
1992,7,NA,"OH","OHIO","MidwestEastNC","Tornado",1992-07-12 19:00:00,4,0,0,0,41.23,-82,"1990s",0,4,4,FALSE
1992,6,NA,"NE","NEBRASKA","MidwestWestNC","Tornado",1992-06-15 20:55:00,4,0,0,0,41.83,-96.72,"1990s",0,4,4,FALSE
1992,6,NA,"NE","NEBRASKA","MidwestWestNC","Tornado",1992-06-15 21:15:00,1,0,0,0,40.77,-96.95,"1990s",0,1,1,FALSE
1992,7,NA,"OH","OHIO","MidwestEastNC","Tornado",1992-07-12 17:35:00,3,0,0,0,40.53,-84.38,"1990s",0,3,3,FALSE
1992,7,NA,"OH","OHIO","MidwestEastNC","Tornado",1992-07-12 18:15:00,1,0,0,0,40.57,-84.2,"1990s",0,1,1,FALSE
1992,7,NA,"OH","OHIO","MidwestEastNC","Tornado",1992-07-12 18:50:00,2,0,0,0,41.23,-82.12,"1990s",0,2,2,FALSE
1992,7,NA,"OH","OHIO","MidwestEastNC","Tornado",1992-07-12 18:50:00,3,0,0,0,41.23,-82.12,"1990s",0,3,3,FALSE
1992,6,NA,"SD","SOUTH DAKOTA","MidwestWestNC","Tornado",1992-06-16 16:15:00,8,0,0,0,44.05,-99.43,"1990s",0,8,8,FALSE
1992,6,NA,"SD","SOUTH DAKOTA","MidwestWestNC","Tornado",1992-06-16 18:00:00,1,0,0,0,44.57,-99.2,"1990s",0,1,1,FALSE
1992,6,NA,"NY","NEW YORK","MidAtlantic","Tornado",1992-06-07 13:25:00,5,0,0,0,42.7,-77.2,"1990s",0,5,5,FALSE
1992,11,NA,"SC","SOUTH CAROLINA","SouthSouthAtlantic","Tornado",1992-11-22 17:55:00,9,0,1,0,33.97,-81.88,"1990s",1,9,10,FALSE
1992,5,NA,"OH","OHIO","MidwestEastNC","Tornado",1992-05-17 15:15:00,1,0,0,0,39.45,-84.58,"1990s",0,1,1,FALSE
1992,3,NA,"MS","MISSISSIPPI","SouthEastSC","Tornado",1992-03-09 21:30:00,4,0,0,0,33.25,-90.97,"1990s",0,4,4,FALSE
1992,3,NA,"MS","MISSISSIPPI","SouthEastSC","Tornado",1992-03-09 21:54:00,1,0,0,0,33.12,-90.77,"1990s",0,1,1,FALSE
1992,3,NA,"MS","MISSISSIPPI","SouthEastSC","Tornado",1992-03-10 00:57:00,57,0,3,0,32.25,-88.78,"1990s",3,57,60,FALSE
1992,1,NA,"NC","NORTH CAROLINA","SouthSouthAtlantic","Tornado",1992-01-23 20:00:00,1,0,0,0,35.77,-77.92,"1990s",0,1,1,FALSE
1992,11,NA,"OH","OHIO","MidwestEastNC","Tornado",1992-11-22 17:20:00,21,0,0,0,39.93,-84.63,"1990s",0,21,21,FALSE
1992,4,NA,"MS","MISSISSIPPI","SouthEastSC","Tornado",1992-04-20 04:15:00,5,0,0,0,31.13,-90.43,"1990s",0,5,5,FALSE
1992,7,NA,"MO","MISSOURI","MidwestWestNC","Tornado",1992-07-25 17:30:00,2,0,0,0,40.4,-94.33,"1990s",0,2,2,FALSE
1992,11,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-11-21 18:22:00,2,0,0,0,30.75,-93.53,"1990s",0,2,2,FALSE
1992,6,NA,"OK","OKLAHOMA","SouthWestSC","Tornado",1992-06-19 12:50:00,2,0,0,0,36.7,-97.08,"1990s",0,2,2,FALSE
1992,7,NA,"PA","PENNSYLVANIA","MidAtlantic","Tornado",1992-07-15 15:07:00,2,0,0,0,40.88,-76,"1990s",0,2,2,FALSE
1992,7,NA,"PA","PENNSYLVANIA","MidAtlantic","Tornado",1992-07-15 15:30:00,0,0,1,0,40.73,-75.82,"1990s",1,0,1,FALSE
1992,6,NA,"KS","KANSAS","MidwestWestNC","Tornado",1992-06-15 21:35:00,10,0,0,0,38.37,-97.67,"1990s",0,10,10,FALSE
1992,6,NA,"KS","KANSAS","MidwestWestNC","Tornado",1992-06-19 10:20:00,8,0,0,0,38.07,-97.92,"1990s",0,8,8,FALSE
1992,6,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-06-13 16:02:00,3,0,0,0,30.47,-91.17,"1990s",0,3,3,FALSE
1992,6,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-06-13 16:25:00,0,0,1,0,30.27,-91.9,"1990s",1,0,1,FALSE
1992,6,NA,"MI","MICHIGAN","MidwestEastNC","Tornado",1992-06-17 16:30:00,5,0,0,0,43.6,-83.87,"1990s",0,5,5,FALSE
1992,6,NA,"MI","MICHIGAN","MidwestEastNC","Tornado",1992-06-17 16:50:00,1,0,0,0,43.33,-83.75,"1990s",0,1,1,FALSE
1992,9,NA,"CT","CONNECTICUT","NewEngland","Tornado",1992-09-03 16:30:00,3,0,0,0,41.05,-73.53,"1990s",0,3,3,FALSE
1992,11,NA,"AL","ALABAMA","SouthEastSC","Tornado",1992-11-22 08:20:00,1,0,0,0,34.37,-85.92,"1990s",0,1,1,FALSE
1992,11,NA,"AL","ALABAMA","SouthEastSC","Tornado",1992-11-22 08:20:00,6,0,0,0,34.2,-86.07,"1990s",0,6,6,FALSE
1992,11,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-11-21 22:40:00,2,0,0,0,32.22,-91.23,"1990s",0,2,2,FALSE
1992,4,NA,"MI","MICHIGAN","MidwestEastNC","Tornado",1992-04-16 14:03:00,4,0,0,0,42.37,-83.52,"1990s",0,4,4,FALSE
1992,8,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-08-25 20:10:00,32,0,2,0,30.07,-90.45,"1990s",2,32,34,FALSE
1992,8,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-08-26 14:30:00,3,0,0,0,32.92,-91.9,"1990s",0,3,3,FALSE
1992,8,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-08-26 15:17:00,4,0,0,0,32.58,-92.35,"1990s",0,4,4,FALSE
1992,8,NA,"AL","ALABAMA","SouthEastSC","Tornado",1992-08-27 13:02:00,1,0,0,0,32.42,-86.25,"1990s",0,1,1,FALSE
1992,8,NA,"NE","NEBRASKA","MidwestWestNC","Tornado",1992-08-04 16:20:00,1,0,0,0,40.92,-98.35,"1990s",0,1,1,FALSE
1992,6,NA,"MN","MINNESOTA","MidwestWestNC","Tornado",1992-06-17 01:45:00,1,0,0,0,43.67,-92.93,"1990s",0,1,1,FALSE
1992,11,NA,"AL","ALABAMA","SouthEastSC","Tornado",1992-11-22 08:40:00,4,0,0,0,34.67,-85.68,"1990s",0,4,4,FALSE
1992,11,NA,"AL","ALABAMA","SouthEastSC","Tornado",1992-11-22 08:50:00,5,0,0,0,33.03,-85.73,"1990s",0,5,5,FALSE
1992,11,NA,"AL","ALABAMA","SouthEastSC","Tornado",1992-11-22 09:05:00,5,0,0,0,33.1,-85.58,"1990s",0,5,5,FALSE
1992,11,NA,"AL","ALABAMA","SouthEastSC","Tornado",1992-11-22 09:10:00,1,0,0,0,33.63,-85.63,"1990s",0,1,1,FALSE
1992,11,NA,"MS","MISSISSIPPI","SouthEastSC","Tornado",1992-11-22 02:45:00,2,0,0,0,33.95,-89.05,"1990s",0,2,2,FALSE
1992,11,NA,"MS","MISSISSIPPI","SouthEastSC","Tornado",1992-11-22 02:45:00,15,0,0,0,33.1,-88.4,"1990s",0,15,15,FALSE
1992,11,NA,"AL","ALABAMA","SouthEastSC","Tornado",1992-11-24 05:00:00,1,0,0,0,30.32,-87.73,"1990s",0,1,1,FALSE
1992,7,NA,"MI","MICHIGAN","MidwestEastNC","Tornado",1992-07-19 19:05:00,2,0,0,0,45.85,-87.02,"1990s",0,2,2,FALSE
1992,6,NA,"MN","MINNESOTA","MidwestWestNC","Tornado",1992-06-16 20:40:00,6,0,0,0,44.78,-95.8,"1990s",0,6,6,FALSE
1992,6,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-06-01 13:30:00,4,0,0,0,30.03,-92.52,"1990s",0,4,4,FALSE
1992,6,NA,"MN","MINNESOTA","MidwestWestNC","Tornado",1992-06-16 22:10:00,8,0,0,0,45.02,-94.23,"1990s",0,8,8,FALSE
1992,9,NA,"KS","KANSAS","MidwestWestNC","Tornado",1992-09-05 17:59:00,1,0,0,0,37.7,-97.33,"1990s",0,1,1,FALSE
1992,6,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-06-19 20:03:00,20,0,0,0,32.48,-93.75,"1990s",0,20,20,FALSE
1992,3,NA,"AL","ALABAMA","SouthEastSC","Tornado",1992-03-09 22:00:00,1,0,0,0,34.75,-87.67,"1990s",0,1,1,FALSE
1992,3,NA,"AL","ALABAMA","SouthEastSC","Tornado",1992-03-09 22:00:00,1,0,1,0,34.9,-87.68,"1990s",1,1,2,FALSE
1992,7,NA,"MO","MISSOURI","MidwestWestNC","Tornado",1992-07-02 18:40:00,2,0,0,0,39.45,-91.05,"1990s",0,2,2,FALSE
1992,7,NA,"MO","MISSOURI","MidwestWestNC","Tornado",1992-07-02 20:23:00,1,0,0,0,37.2,-93.3,"1990s",0,1,1,FALSE
1992,6,NA,"NM","NEW MEXICO","WestMountain","Tornado",1992-06-07 20:10:00,6,0,0,0,32.42,-104.25,"1990s",0,6,6,FALSE
1992,6,NA,"NM","NEW MEXICO","WestMountain","Tornado",1992-06-20 20:27:00,3,0,0,0,32.7,-103.13,"1990s",0,3,3,FALSE
1992,3,NA,"AL","ALABAMA","SouthEastSC","Tornado",1992-03-10 03:35:00,7,0,0,0,33.1,-86.83,"1990s",0,7,7,FALSE
1992,9,NA,"CO","COLORADO","WestMountain","Tornado",1992-09-04 22:00:00,4,0,0,0,40.93,-102.65,"1990s",0,4,4,FALSE
1992,11,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-11-20 08:50:00,1,0,0,0,29.8,-90.83,"1990s",0,1,1,FALSE
1992,6,NA,"MI","MICHIGAN","MidwestEastNC","Tornado",1992-06-17 16:20:00,5,0,0,0,43.62,-84.23,"1990s",0,5,5,FALSE
1992,7,NA,"MO","MISSOURI","MidwestWestNC","Tornado",1992-07-02 17:10:00,2,0,0,0,38.9,-92.73,"1990s",0,2,2,FALSE
1992,7,NA,"MO","MISSOURI","MidwestWestNC","Tornado",1992-07-02 17:35:00,10,0,0,0,38.95,-92.33,"1990s",0,10,10,FALSE
1992,4,NA,"MD","MARYLAND","SouthSouthAtlantic","Tornado",1992-04-24 14:30:00,1,0,0,0,39.23,-76.85,"1990s",0,1,1,FALSE
1992,6,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-06-19 20:47:00,3,0,0,0,32.03,-93.72,"1990s",0,3,3,FALSE
1992,7,NA,"AL","ALABAMA","SouthEastSC","Tornado",1992-07-05 12:15:00,1,0,0,0,34.15,-86.87,"1990s",0,1,1,FALSE
1992,7,NA,"AL","ALABAMA","SouthEastSC","Tornado",1992-07-05 12:30:00,1,0,1,0,34.18,-86.83,"1990s",1,1,2,FALSE
1992,8,NA,"MS","MISSISSIPPI","SouthEastSC","Tornado",1992-08-26 07:00:00,1,0,0,0,31.42,-90.18,"1990s",0,1,1,FALSE
1992,6,NA,"MN","MINNESOTA","MidwestWestNC","Tornado",1992-06-16 16:06:00,35,0,1,0,43.85,-96,"1990s",1,35,36,FALSE
1992,6,NA,"MN","MINNESOTA","MidwestWestNC","Tornado",1992-06-16 16:18:00,3,0,0,0,43.95,-95.9,"1990s",0,3,3,FALSE
1992,2,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-02-15 00:05:00,10,0,0,0,30.58,-90.55,"1990s",0,10,10,FALSE
1992,3,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-03-04 23:50:00,2,0,0,0,30.33,-92.48,"1990s",0,2,2,FALSE
1992,3,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-03-05 00:20:00,4,0,0,0,30.5,-92.32,"1990s",0,4,4,FALSE
1992,3,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-03-09 15:51:00,5,0,0,0,32.8,-91.18,"1990s",0,5,5,FALSE
1992,8,NA,"MD","MARYLAND","SouthSouthAtlantic","Tornado",1992-08-28 15:00:00,2,0,0,0,39.25,-76.98,"1990s",0,2,2,FALSE
1992,6,NA,"KS","KANSAS","MidwestWestNC","Tornado",1992-06-19 10:30:00,2,0,0,0,38.13,-97.77,"1990s",0,2,2,FALSE
1992,6,NA,"MI","MICHIGAN","MidwestEastNC","Tornado",1992-06-17 16:20:00,3,0,0,0,44.98,-83.73,"1990s",0,3,3,FALSE
1992,4,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-04-20 03:25:00,1,0,0,0,30.95,-91.97,"1990s",0,1,1,FALSE
1992,7,NA,"MO","MISSOURI","MidwestWestNC","Tornado",1992-07-25 16:58:00,1,0,0,0,40.4,-94.53,"1990s",0,1,1,FALSE
1992,6,NA,"NM","NEW MEXICO","WestMountain","Tornado",1992-06-27 17:30:00,1,0,0,0,35.13,-103.33,"1990s",0,1,1,FALSE
1992,6,NA,"NM","NEW MEXICO","WestMountain","Tornado",1992-06-29 18:05:00,3,0,0,0,36.37,-104.58,"1990s",0,3,3,FALSE
1992,8,NA,"AL","ALABAMA","SouthEastSC","Tornado",1992-08-27 12:45:00,2,0,0,0,32.18,-86.5,"1990s",0,2,2,FALSE
1992,11,NA,"MS","MISSISSIPPI","SouthEastSC","Tornado",1992-11-21 23:23:00,5,0,0,0,31.43,-89.92,"1990s",0,5,5,FALSE
1992,11,NA,"MS","MISSISSIPPI","SouthEastSC","Tornado",1992-11-21 23:30:00,4,0,0,0,32.68,-90.87,"1990s",0,4,4,FALSE
1992,11,NA,"MS","MISSISSIPPI","SouthEastSC","Tornado",1992-11-21 23:35:00,98,0,10,0,32.08,-90.22,"1990s",10,98,108,FALSE
1992,11,NA,"MS","MISSISSIPPI","SouthEastSC","Tornado",1992-11-21 23:45:00,100,0,0,0,31.65,-89.73,"1990s",0,100,100,FALSE
1992,11,NA,"MS","MISSISSIPPI","SouthEastSC","Tornado",1992-11-22 00:14:00,15,0,0,0,31.85,-89.52,"1990s",0,15,15,FALSE
1992,11,NA,"MS","MISSISSIPPI","SouthEastSC","Tornado",1992-11-22 00:29:00,0,0,1,0,32.6,-89.72,"1990s",1,0,1,FALSE
1992,11,NA,"MS","MISSISSIPPI","SouthEastSC","Tornado",1992-11-22 01:02:00,5,0,0,0,32.25,-89.22,"1990s",0,5,5,FALSE
1992,11,NA,"MS","MISSISSIPPI","SouthEastSC","Tornado",1992-11-22 01:12:00,12,0,0,0,32.95,-89.5,"1990s",0,12,12,FALSE
1992,11,NA,"MS","MISSISSIPPI","SouthEastSC","Tornado",1992-11-22 01:36:00,12,0,1,0,33.2,-89.32,"1990s",1,12,13,FALSE
1992,11,NA,"MS","MISSISSIPPI","SouthEastSC","Tornado",1992-11-22 02:14:00,0,0,2,0,33.62,-89.17,"1990s",2,0,2,FALSE
1992,11,NA,"MS","MISSISSIPPI","SouthEastSC","Tornado",1992-11-22 02:15:00,1,0,1,0,32.8,-88.7,"1990s",1,1,2,FALSE
1992,11,NA,"AL","ALABAMA","SouthEastSC","Tornado",1992-11-22 03:30:00,7,0,0,0,33.42,-88.22,"1990s",0,7,7,FALSE
1992,11,NA,"AL","ALABAMA","SouthEastSC","Tornado",1992-11-22 06:55:00,5,0,0,0,34.53,-86.4,"1990s",0,5,5,FALSE
1992,11,NA,"AL","ALABAMA","SouthEastSC","Tornado",1992-11-22 08:00:00,8,0,0,0,34.45,-85.85,"1990s",0,8,8,FALSE
1992,11,NA,"AL","ALABAMA","SouthEastSC","Tornado",1992-11-22 08:15:00,6,0,0,0,34.27,-86.03,"1990s",0,6,6,FALSE
1992,7,NA,"MI","MICHIGAN","MidwestEastNC","Tornado",1992-07-13 20:14:00,25,0,0,0,42.03,-86.17,"1990s",0,25,25,FALSE
1992,1,NA,"MS","MISSISSIPPI","SouthEastSC","Tornado",1992-01-13 12:43:00,2,0,0,0,30.9,-88.58,"1990s",0,2,2,FALSE
1992,11,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-11-21 21:30:00,1,0,0,0,30.05,-91.92,"1990s",0,1,1,FALSE
1992,11,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-11-21 21:32:00,3,0,0,0,30.08,-91.87,"1990s",0,3,3,FALSE
1992,11,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-11-21 21:45:00,6,0,0,0,31.47,-91.72,"1990s",0,6,6,FALSE
1992,11,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-11-21 21:55:00,3,0,0,0,31.82,-91.6,"1990s",0,3,3,FALSE
1992,11,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-11-21 21:58:00,6,0,0,0,31.85,-91.48,"1990s",0,6,6,FALSE
1992,11,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-11-21 22:00:00,2,0,0,0,32.07,-92.03,"1990s",0,2,2,FALSE
1992,11,NA,"LA","LOUISIANA","SouthWestSC","Tornado",1992-11-21 22:00:00,1,0,0,0,29.92,-91.77,"1990s",0,1,1,FALSE
1992,8,NA,"MS","MISSISSIPPI","SouthEastSC","Tornado",1992-08-26 17:35:00,2,0,0,0,32.25,-88.58,"1990s",0,2,2,FALSE
1992,7,NA,"IL","ILLINOIS","MidwestEastNC","Tornado",1992-07-02 13:45:00,10,0,0,0,42.15,-87.82,"1990s",0,10,10,FALSE
1992,7,NA,"IL","ILLINOIS","MidwestEastNC","Tornado",1992-07-02 13:50:00,1,0,0,0,41.67,-88,"1990s",0,1,1,FALSE
1992,7,NA,"IL","ILLINOIS","MidwestEastNC","Tornado",1992-07-02 14:00:00,37,0,0,0,41.83,-87.65,"1990s",0,37,37,FALSE
1992,7,NA,"OK","OKLAHOMA","SouthWestSC","Tornado",1992-07-02 17:20:00,1,0,0,0,36.4,-95.83,"1990s",0,1,1,FALSE
1992,3,NA,"NC","NORTH CAROLINA","SouthSouthAtlantic","Tornado",1992-03-10 21:07:00,18,0,0,0,35.12,-81,"1990s",0,18,18,FALSE
1992,3,NA,"NC","NORTH CAROLINA","SouthSouthAtlantic","Tornado",1992-03-10 21:55:00,3,0,0,0,35.37,-80.57,"1990s",0,3,3,FALSE
1992,9,NA,"IL","ILLINOIS","MidwestEastNC","Tornado",1992-09-09 17:40:00,1,0,0,0,39.8,-89.65,"1990s",0,1,1,FALSE
1992,10,NA,"FL","FLORIDA","SouthSouthAtlantic","Tornado",1992-10-03 10:20:00,2,0,0,0,27.92,-82.3,"1990s",0,2,2,FALSE
1992,12,NA,"CA","CALIFORNIA","WestPacific","Tornado",1992-12-17 16:20:00,4,0,0,0,39.52,-121.57,"1990s",0,4,4,FALSE
1992,3,NA,"SC","SOUTH CAROLINA","SouthSouthAtlantic","Tornado",1992-03-19 14:30:00,1,0,0,0,33.73,-80.47,"1990s",0,1,1,FALSE
1992,10,NA,"OK","OKLAHOMA","SouthWestSC","Tornado",1992-10-07 14:55:00,3,0,0,0,35.48,-97.53,"1990s",0,3,3,FALSE
1992,6,NA,"IA","IOWA","MidwestWestNC","Tornado",1992-06-16 21:10:00,3,0,0,0,41.87,-95.53,"1990s",0,3,3,FALSE
1992,11,NA,"TN","TENNESSEE","SouthEastSC","Tornado",1992-11-22 03:50:00,3,0,1,0,35.27,-89,"1990s",1,3,4,FALSE
1992,7,NA,"IA","IOWA","MidwestWestNC","Tornado",1992-07-13 14:05:00,2,0,1,0,42,-91.65,"1990s",1,2,3,FALSE
1992,11,NA,"IN","INDIANA","MidwestEastNC","Tornado",1992-11-22 16:05:00,1,0,0,0,38.78,-84.92,"1990s",0,1,1,FALSE
1992,10,NA,"FL","FLORIDA","SouthSouthAtlantic","Tornado",1992-10-03 08:40:00,0,0,1,0,27.88,-82.8,"1990s",1,0,1,FALSE
1992,3,NA,"FL","FLORIDA","SouthSouthAtlantic","Tornado",1992-03-25 18:10:00,8,0,0,0,28.55,-81.85,"1990s",0,8,8,FALSE
1992,4,NA,"FL","FLORIDA","SouthSouthAtlantic","Tornado",1992-04-10 17:55:00,1,0,0,0,28.03,-81.95,"1990s",0,1,1,FALSE
1992,6,NA,"ND","NORTH DAKOTA","MidwestWestNC","Tornado",1992-06-22 16:21:00,4,0,0,0,49,-97.85,"1990s",0,4,4,FALSE
1992,8,NA,"TN","TENNESSEE","SouthEastSC","Tornado",1992-08-27 15:00:00,4,0,0,0,35.45,-86.8,"1990s",0,4,4,FALSE
1992,7,NA,"KY","KENTUCKY","SouthEastSC","Tornado",1992-07-30 16:40:00,2,0,0,0,38.2,-85.65,"1990s",0,2,2,FALSE
1992,5,NA,"OK","OKLAHOMA","SouthWestSC","Tornado",1992-05-11 13:55:00,1,0,0,0,34.65,-96.43,"1990s",0,1,1,FALSE
1992,5,NA,"OK","OKLAHOMA","SouthWestSC","Tornado",1992-05-11 15:00:00,3,0,0,0,34.75,-95.95,"1990s",0,3,3,FALSE
1992,5,NA,"OK","OKLAHOMA","SouthWestSC","Tornado",1992-05-11 15:14:00,13,0,0,0,34,-96.72,"1990s",0,13,13,FALSE
1992,6,NA,"FL","FLORIDA","SouthSouthAtlantic","Tornado",1992-06-26 00:30:00,1,0,0,0,26.55,-81.23,"1990s",0,1,1,FALSE
1992,6,NA,"IL","ILLINOIS","MidwestEastNC","Tornado",1992-06-17 14:15:00,1,0,0,0,41.83,-87.65,"1990s",0,1,1,FALSE
1992,7,NA,"OH","OHIO","MidwestEastNC","Tornado",1992-07-14 17:24:00,1,0,0,0,41.47,-81.68,"1990s",0,1,1,FALSE
1992,7,NA,"OH","OHIO","MidwestEastNC","Tornado",1992-07-14 18:00:00,1,0,0,0,41.52,-82.02,"1990s",0,1,1,FALSE
1992,11,NA,"KY","KENTUCKY","SouthEastSC","Tornado",1992-11-22 15:52:00,9,0,1,0,38.6,-85.07,"1990s",1,9,10,FALSE
1992,7,NA,"KS","KANSAS","MidwestWestNC","Tornado",1992-07-08 00:19:00,6,0,0,0,39.55,-97.65,"1990s",0,6,6,FALSE
1992,6,NA,"IL","ILLINOIS","MidwestEastNC","Tornado",1992-06-17 14:48:00,2,0,0,0,41.78,-88.15,"1990s",0,2,2,FALSE
1992,7,NA,"GA","GEORGIA","SouthSouthAtlantic","Tornado",1992-07-01 13:15:00,5,0,0,0,32.1,-83.78,"1990s",0,5,5,FALSE
1992,5,NA,"OH","OHIO","MidwestEastNC","Tornado",1992-05-17 17:50:00,20,0,0,0,41.18,-83.68,"1990s",0,20,20,FALSE
1992,11,NA,"NC","NORTH CAROLINA","SouthSouthAtlantic","Tornado",1992-11-23 06:10:00,21,0,0,0,36.3,-76.35,"1990s",0,21,21,FALSE
1992,10,NA,"IN","INDIANA","MidwestEastNC","Tornado",1992-10-08 18:00:00,9,0,0,0,41.07,-85.13,"1990s",0,9,9,FALSE
1992,10,NA,"IN","INDIANA","MidwestEastNC","Tornado",1992-10-08 18:30:00,4,0,0,0,41.07,-85.13,"1990s",0,4,4,FALSE
1992,11,NA,"IN","INDIANA","MidwestEastNC","Tornado",1992-11-22 13:35:00,3,0,0,0,39.25,-86.65,"1990s",0,3,3,FALSE
